0,0.0
1,-1.07166
2,-1.08991
3,-1.04037
4,-1.04558
5,-1.05341
6,-1.07426
7,-1.08209
8,-1.08469
9,-1.07426
10,-1.07948
11,-1.06123
12,-1.05341
13,-1.06644
14,-1.08209
15,-1.06905
16,-1.07948
17,-1.06644
18,-1.08209
19,-1.06644
20,-1.06123
21,-1.07426
22,-1.07948
23,-1.08469
24,-1.07426
25,-1.05341
26,-1.08469
27,-1.08991
28,-1.06644
29,-1.08209
30,-1.05341
31,-1.06644
32,-1.07687
33,-1.06384
34,-1.07426
35,-1.07948
36,-1.06905
37,-1.05601
38,-1.07687
39,-1.07948
40,-1.06384
41,-1.08469
42,-1.07426
43,-1.05601
44,-1.08209
45,-1.06644
46,-1.06644
47,-1.09252
48,-1.06644
49,-1.07948
50,-1.07948
51,-1.05862
52,-1.06905
53,-1.07948
54,-1.0508
55,-1.08209
56,-1.08469
57,-1.06905
58,-1.0873
59,-1.07948
60,-1.06644
61,-1.07948
62,-1.06644
63,-1.05862
64,-1.07426
65,-1.07426
66,-1.09512
67,-1.06905
68,-1.07426
69,-1.07948
70,-1.07166
71,-1.07166
72,-1.08469
73,-1.08469
74,-1.07948
75,-1.06384
76,-1.07426
77,-1.08209
78,-1.05341
79,-1.06644
80,-1.06644
81,-1.06384
82,-1.06905
83,-1.06644
84,-1.06644
85,-1.06644
86,-1.06123
87,-1.07687
88,-1.04298
89,-1.05341
90,-1.08209
91,-1.05862
92,-1.07166
93,-1.07166
94,-1.05341
95,-1.07687
96,-1.06905
97,-1.06384
98,-1.06905
99,-1.07426
100,-1.06644
101,-1.06644
102,-1.06384
103,-1.06905
104,-1.06384
105,-1.06384
106,-1.06123
107,-1.06905
108,-1.04819
109,-1.06384
110,-1.06644
111,-1.05862
112,-1.05601
113,-1.05341
114,-1.05862
115,-1.04558
116,-1.05601
117,-1.05862
118,-1.06384
119,-1.07426
120,-1.04819
121,-1.05341
122,-1.03515
123,-1.06644
124,-1.06123
125,-1.04819
126,-1.06384
127,-1.04819
128,-1.06905
129,-1.06123
130,-1.0508
131,-1.0508
132,-1.05341
133,-1.05341
134,-1.0508
135,-1.03515
136,-1.04819
137,-1.03776
138,-1.05341
139,-1.05341
140,-1.03776
141,-1.04558
142,-1.04298
143,-1.04819
144,-1.07426
145,-1.0508
146,-1.04819
147,-1.04298
148,-1.04819
149,-1.0508
150,-1.03776
151,-1.04037
152,-1.04298
153,-1.0508
154,-1.03776
155,-1.02994
156,-1.02472
157,-1.03255
158,-1.04819
159,-1.03776
160,-1.02472
161,-1.04298
162,-1.02733
163,-1.03255
164,-1.04037
165,-1.02733
166,-1.04037
167,-1.02994
168,-1.03776
169,-1.02994
170,-1.01169
171,-1.02212
172,-1.03776
173,-1.03515
174,-1.0169
175,-1.02212
176,-1.01169
177,-1.0169
178,-1.01951
179,-1.01951
180,-1.01169
181,-1.0169
182,-1.00908
183,-1.00908
184,-1.00126
185,-1.02472
186,-1.00386
187,-1.00386
188,-0.996042
189,-1.00908
190,-1.00908
191,-1.00126
192,-0.985612
193,-1.00126
194,-1.00908
195,-0.988219
196,-0.996042
197,-1.00908
198,-0.988219
199,-1.01429
200,-1.00386
201,-0.993434
202,-0.985612
203,-0.97779
204,-0.990827
205,-0.996042
206,-0.985612
207,-0.975182
208,-0.996042
209,-0.988219
210,-0.975182
211,-0.996042
212,-0.990827
213,-0.97779
214,-0.972575
215,-1.00126
216,-0.988219
217,-0.96736
218,-0.964752
219,-0.988219
220,-0.964752
221,-0.97779
222,-0.95693
223,-0.949108
224,-0.972575
225,-0.96736
226,-0.972575
227,-0.972575
228,-0.97779
229,-0.943893
230,-0.933463
231,-0.9465
232,-0.951715
233,-0.95693
234,-0.9465
235,-0.962145
236,-0.9465
237,-0.938678
238,-0.949108
239,-0.949108
240,-0.954323
241,-0.949108
242,-0.964752
243,-0.975182
244,-0.936071
245,-0.930856
246,-0.917818
247,-0.938678
248,-0.933463
249,-0.941285
250,-0.928248
251,-0.933463
252,-0.928248
253,-0.920426
254,-0.920426
255,-0.912604
256,-0.920426
257,-0.928248
258,-0.923033
259,-0.909996
260,-0.902174
261,-0.909996
262,-0.907389
263,-0.909996
264,-0.917818
265,-0.933463
266,-0.920426
267,-0.917818
268,-0.912604
269,-0.904781
270,-0.899566
271,-0.912604
272,-0.909996
273,-0.904781
274,-0.920426
275,-0.896959
276,-0.899566
277,-0.894352
278,-0.904781
279,-0.896959
280,-0.904781
281,-0.899566
282,-0.894352
283,-0.899566
284,-0.891744
285,-0.876099
286,-0.883922
287,-0.876099
288,-0.860455
289,-0.863062
290,-0.870885
291,-0.873492
292,-0.883922
293,-0.881314
294,-0.876099
295,-0.886529
296,-0.876099
297,-0.860455
298,-0.860455
299,-0.878707
